"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Country","Answer.Gender","Answer.Shoes","Answer.Shoes_comfortable","Approve","Reject"
"37VE3DA4YUHL2L750U0ON0Z29YOBHW","36AMNITQIKA1FOYJGQG383K4D9UIG8","Super quick survey (<1 min) about clothing","Just a few questions about clothing that you own","survey, clothing","$0.02","Mon Sep 10 11:22:28 PDT 2018","102","BatchId:3366939;OriginalHitTemplateId:920937332;","3600","259200","Mon Sep 17 13:04:34 PDT 2018","","","30JNVC0OR9KBTB7O9E2F69PPUSBQHB","A173XG3NZ7JPT7","Approved","Mon Sep 10 11:23:08 PDT 2018","Mon Sep 10 11:23:22 PDT 2018","Thu Sep 13 11:23:22 PDT 2018","Mon Sep 10 13:23:22 PDT 2018","","","14","100% (1/1)","100% (1/1)","100% (1/1)","usa","Female","30","8"
"37VE3DA4YUHL2L750U0ON0Z29YOBHW","36AMNITQIKA1FOYJGQG383K4D9UIG8","Super quick survey (<1 min) about clothing","Just a few questions about clothing that you own","survey, clothing","$0.02","Mon Sep 10 11:22:28 PDT 2018","102","BatchId:3366939;OriginalHitTemplateId:920937332;","3600","259200","Mon Sep 17 13:04:34 PDT 2018","","","31EUONYN2V3DQ0PSZQRFW5LYN64VOY","A15XX0WDRG29E7","Approved","Mon Sep 10 11:23:07 PDT 2018","Mon Sep 10 12:00:34 PDT 2018","Thu Sep 13 12:00:34 PDT 2018","Mon Sep 10 13:23:22 PDT 2018","","","2247","100% (1/1)","100% (1/1)","100% (1/1)","United States","Female","20","5"
"37VE3DA4YUHL2L750U0ON0Z29YOBHW","36AMNITQIKA1FOYJGQG383K4D9UIG8","Super quick survey (<1 min) about clothing","Just a few questions about clothing that you own","survey, clothing","$0.02","Mon Sep 10 11:22:28 PDT 2018","102","BatchId:3366939;OriginalHitTemplateId:920937332;","3600","259200","Mon Sep 17 13:04:34 PDT 2018","","","31Z0PCVWUKFRS2T4D9AYK1BI0WET7Q","A2RREI7Z5EVR2X","Approved","Mon Sep 10 11:24:25 PDT 2018","Mon Sep 10 11:24:57 PDT 2018","Thu Sep 13 11:24:57 PDT 2018","Mon Sep 10 13:23:22 PDT 2018","","","32","100% (1/1)","100% (1/1)","100% (1/1)","United States","Male","5","1"
"37VE3DA4YUHL2L750U0ON0Z29YOBHW","36AMNITQIKA1FOYJGQG383K4D9UIG8","Super quick survey (<1 min) about clothing","Just a few questions about clothing that you own","survey, clothing","$0.02","Mon Sep 10 11:22:28 PDT 2018","102","BatchId:3366939;OriginalHitTemplateId:920937332;","3600","259200","Mon Sep 17 13:04:34 PDT 2018","","","32EYX73OY09GAYS8MSYEUEOKKMGRUF","A3FWF8RSY9R2OA","Approved","Mon Sep 10 11:32:31 PDT 2018","Mon Sep 10 11:32:44 PDT 2018","Thu Sep 13 11:32:44 PDT 2018","Mon Sep 10 13:23:23 PDT 2018","","","13","100% (1/1)","100% (1/1)","100% (1/1)","USA","Female","20","5"
"37VE3DA4YUHL2L750U0ON0Z29YOBHW","36AMNITQIKA1FOYJGQG383K4D9UIG8","Super quick survey (<1 min) about clothing","Just a few questions about clothing that you own","survey, clothing","$0.02","Mon Sep 10 11:22:28 PDT 2018","102","BatchId:3366939;OriginalHitTemplateId:920937332;","3600","259200","Mon Sep 17 13:04:34 PDT 2018","","","32RIADZISS4TUFY6MB717KVM7BBS4H","A1UX8EOTJR3A6X","Approved","Mon Sep 10 11:33:47 PDT 2018","Mon Sep 10 11:35:36 PDT 2018","Thu Sep 13 11:35:36 PDT 2018","Mon Sep 10 13:23:23 PDT 2018","","","109","100% (1/1)","100% (1/1)","100% (1/1)","malaysia","Male","4","1"
"37VE3DA4YUHL2L750U0ON0Z29YOBHW","36AMNITQIKA1FOYJGQG383K4D9UIG8","Super quick survey (<1 min) about clothing","Just a few questions about clothing that you own","survey, clothing","$0.02","Mon Sep 10 11:22:28 PDT 2018","102","BatchId:3366939;OriginalHitTemplateId:920937332;","3600","259200","Mon Sep 17 13:04:34 PDT 2018","","","336KAV9KYQSGNNVSH3G2WRMP4IB2Y9","A27CEJDHPPL9WF","Approved","Mon Sep 10 11:24:36 PDT 2018","Mon Sep 10 11:24:57 PDT 2018","Thu Sep 13 11:24:57 PDT 2018","Mon Sep 10 13:23:23 PDT 2018","","","21","100% (1/1)","100% (1/1)","100% (1/1)","USA","Female","14","4"
"37VE3DA4YUHL2L750U0ON0Z29YOBHW","36AMNITQIKA1FOYJGQG383K4D9UIG8","Super quick survey (<1 min) about clothing","Just a few questions about clothing that you own","survey, clothing","$0.02","Mon Sep 10 11:22:28 PDT 2018","102","BatchId:3366939;OriginalHitTemplateId:920937332;","3600","259200","Mon Sep 17 13:04:34 PDT 2018","","","337RC3OW0525KFMVMYBN4OH4S1ZVLH","A90FR90GQLKMC","Approved","Mon Sep 10 11:22:46 PDT 2018","Mon Sep 10 11:23:05 PDT 2018","Thu Sep 13 11:23:05 PDT 2018","Mon Sep 10 13:23:23 PDT 2018","","","19","100% (1/1)","100% (1/1)","100% (1/1)","United States","Male","15","3"
"37VE3DA4YUHL2L750U0ON0Z29YOBHW","36AMNITQIKA1FOYJGQG383K4D9UIG8","Super quick survey (<1 min) about clothing","Just a few questions about clothing that you own","survey, clothing","$0.02","Mon Sep 10 11:22:28 PDT 2018","102","BatchId:3366939;OriginalHitTemplateId:920937332;","3600","259200","Mon Sep 17 13:04:34 PDT 2018","","","339ANSOTR52PE3KD2R03AZEVVZZIK5","AKZVMP0B5QHDC","Approved","Mon Sep 10 11:26:36 PDT 2018","Mon Sep 10 11:26:54 PDT 2018","Thu Sep 13 11:26:54 PDT 2018","Mon Sep 10 13:23:23 PDT 2018","","","18","100% (1/1)","100% (1/1)","100% (1/1)","United States","Female","10","1"
"37VE3DA4YUHL2L750U0ON0Z29YOBHW","36AMNITQIKA1FOYJGQG383K4D9UIG8","Super quick survey (<1 min) about clothing","Just a few questions about clothing that you own","survey, clothing","$0.02","Mon Sep 10 11:22:28 PDT 2018","102","BatchId:3366939;OriginalHitTemplateId:920937332;","3600","259200","Mon Sep 17 13:04:34 PDT 2018","","","33L7PJKHCGYVSGYNNE24Y17DBGKT8D","AX8WLDRDXA7P9","Approved","Mon Sep 10 11:24:28 PDT 2018","Mon Sep 10 11:24:39 PDT 2018","Thu Sep 13 11:24:39 PDT 2018","Mon Sep 10 13:23:23 PDT 2018","","","11","100% (1/1)","100% (1/1)","100% (1/1)","United States","Male","7","4"
"37VE3DA4YUHL2L750U0ON0Z29YOBHW","36AMNITQIKA1FOYJGQG383K4D9UIG8","Super quick survey (<1 min) about clothing","Just a few questions about clothing that you own","survey, clothing","$0.02","Mon Sep 10 11:22:28 PDT 2018","102","BatchId:3366939;OriginalHitTemplateId:920937332;","3600","259200","Mon Sep 17 13:04:34 PDT 2018","","","33LK57MYLT59XCMV74XR1G8V86DSZS","A1IJ56N5Z4TT46","Approved","Mon Sep 10 11:23:03 PDT 2018","Mon Sep 10 11:23:39 PDT 2018","Thu Sep 13 11:23:39 PDT 2018","Mon Sep 10 13:23:23 PDT 2018","","","36","100% (1/1)","100% (1/1)","100% (1/1)","USA","Male","10","2"
